Player Name;SteamID64;Weapon Class;Purchased Count;Dropped Count;Picked Up From Teammate;Total Shots Fired;Total Hits Registered;Total Misses;Total Kills;Headshot Kills;Headshot/Kills Ratio
susp;76561198342718168;Five-SeveN;6;0;0;30;6;24;5;5;100.00%
kl1m;76561198125068631;MP9;4;0;0;49;11;38;4;3;75.00%
kl1m;76561198125068631;AK-47;26;0;0;447;84;363;35;21;60.00%
kl1m;76561198125068631;FAMAS;1;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;Five-SeveN;2;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;Decoy Grenade;1;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;AWP;28;0;0;61;13;48;31;4;12.90%
kl1m;76561198125068631;Flashbang;116;0;0;51;0;51;0;0;0.00%
kl1m;76561198125068631;Smoke Grenade;108;0;0;52;0;52;0;0;0.00%
kl1m;76561198125068631;C4;35;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;Molotov;27;0;0;15;5;10;1;0;0.00%
kl1m;76561198125068631;M4A4;1;0;0;4;3;1;0;0;0.00%
kl1m;76561198125068631;M4A1;8;0;0;63;13;50;4;2;50.00%
kl1m;76561198125068631;MAC-10;1;0;0;11;3;8;0;0;0.00%
kl1m;76561198125068631;Dual Berettas;3;0;0;25;6;19;2;2;100.00%
kl1m;76561198125068631;World;0;0;0;0;0;0;4;0;0.00%
kl1m;76561198125068631;Tec-9;6;0;0;9;0;9;1;0;0.00%
kl1m;76561198125068631;P250;3;0;0;18;6;12;3;2;66.67%
kl1m;76561198125068631;Galil AR;2;0;0;7;1;6;0;0;0.00%
kl1m;76561198125068631;HE Grenade;53;0;0;29;10;19;0;0;0.00%
kl1m;76561198125068631;Glock-18;37;0;0;49;3;46;2;2;100.00%
kl1m;76561198125068631;Incendiary Grenade;39;0;0;20;0;20;0;0;0.00%
kl1m;76561198125068631;Kevlar + Helmet;45;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;Kevlar Vest;23;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;Desert Eagle;13;0;0;19;3;16;3;3;100.00%
kl1m;76561198125068631;Defuse Kit;13;0;0;0;0;0;0;0;0.00%
kl1m;76561198125068631;Knife;59;0;0;22;0;22;0;0;0.00%
kl1m;76561198125068631;USP-S;27;0;0;44;12;32;8;4;50.00%
brnz4n;76561198855876580;Tec-9;7;0;0;26;5;21;3;3;100.00%
brnz4n;76561198855876580;Knife;70;0;0;19;0;19;0;0;0.00%
brnz4n;76561198855876580;Kevlar + Helmet;47;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;C4;19;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;Kevlar Vest;28;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;P250;1;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;MAC-10;1;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;M4A1;24;0;0;171;42;129;13;8;61.54%
brnz4n;76561198855876580;World;0;0;0;0;0;0;3;0;0.00%
brnz4n;76561198855876580;Flashbang;96;0;0;32;0;32;0;0;0.00%
brnz4n;76561198855876580;Incendiary Grenade;50;0;0;40;0;40;0;0;0.00%
brnz4n;76561198855876580;FAMAS;4;0;0;24;8;16;2;1;50.00%
brnz4n;76561198855876580;Desert Eagle;5;0;0;11;3;8;1;0;0.00%
brnz4n;76561198855876580;AUG;1;0;0;21;11;10;1;0;0.00%
brnz4n;76561198855876580;AK-47;31;0;0;365;54;311;19;12;63.16%
brnz4n;76561198855876580;Molotov;27;0;0;18;4;14;1;0;0.00%
brnz4n;76561198855876580;Galil AR;6;0;0;61;5;56;1;0;0.00%
brnz4n;76561198855876580;Defuse Kit;27;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;Glock-18;32;0;0;79;20;59;6;6;100.00%
brnz4n;76561198855876580;Dual Berettas;2;0;0;0;0;0;0;0;0.00%
brnz4n;76561198855876580;MP7;1;0;0;5;3;2;0;0;0.00%
brnz4n;76561198855876580;Smoke Grenade;101;0;0;72;0;72;0;0;0.00%
brnz4n;76561198855876580;HE Grenade;75;0;0;45;7;38;0;0;0.00%
brnz4n;76561198855876580;M4A4;12;0;0;75;13;62;4;4;100.00%
brnz4n;76561198855876580;AWP;2;0;0;1;0;1;1;0;0.00%
brnz4n;76561198855876580;MP9;4;0;0;61;20;41;3;2;66.67%
brnz4n;76561198855876580;USP-S;46;0;0;16;0;16;0;0;0.00%
brnz4n;76561198855876580;Five-SeveN;7;0;0;0;0;0;0;0;0.00%
faveN;76561198118196092;Kevlar Vest;15;0;0;0;0;0;0;0;0.00%
faveN;76561198118196092;Five-SeveN;6;0;0;26;8;18;2;2;100.00%
faveN;76561198118196092;Galil AR;6;0;0;56;14;42;3;2;66.67%
faveN;76561198118196092;Desert Eagle;7;0;0;22;4;18;4;0;0.00%
faveN;76561198118196092;AWP;1;0;0;0;0;0;0;0;0.00%
faveN;76561198118196092;Kevlar + Helmet;60;0;0;0;0;0;0;0;0.00%
faveN;76561198118196092;Incendiary Grenade;47;0;0;33;1;32;0;0;0.00%
faveN;76561198118196092;HE Grenade;76;0;0;43;11;32;0;0;0.00%
faveN;76561198118196092;Glock-18;40;0;0;59;9;50;2;1;50.00%
faveN;76561198118196092;Defuse Kit;28;0;0;0;0;0;0;0;0.00%
faveN;76561198118196092;Flashbang;97;0;0;37;0;37;0;0;0.00%
faveN;76561198118196092;FAMAS;3;0;0;17;3;14;2;2;100.00%
faveN;76561198118196092;Smoke Grenade;105;0;0;74;1;73;0;0;0.00%
faveN;76561198118196092;Knife;75;0;0;60;0;60;0;0;0.00%
faveN;76561198118196092;Molotov;41;0;0;33;4;29;0;0;0.00%
faveN;76561198118196092;P250;4;0;0;8;2;6;0;0;0.00%
faveN;76561198118196092;MAC-10;2;0;0;39;7;32;2;1;50.00%
faveN;76561198118196092;M4A4;31;0;0;457;89;368;26;11;42.31%
faveN;76561198118196092;M4A1;5;0;0;0;0;0;0;0;0.00%
faveN;76561198118196092;AK-47;38;0;0;474;69;405;28;24;85.71%
faveN;76561198118196092;USP-S;40;0;0;40;5;35;1;1;100.00%
faveN;76561198118196092;MP9;4;0;0;76;7;69;2;2;100.00%
faveN;76561198118196092;Tec-9;10;0;0;19;4;15;1;1;100.00%
faveN;76561198118196092;World;0;0;0;0;0;0;1;0;0.00%
faveN;76561198118196092;C4;26;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;FAMAS;2;0;0;12;6;6;0;0;0.00%
s1zzi;76561199001538362;Five-SeveN;7;0;0;4;1;3;0;0;0.00%
s1zzi;76561199001538362;P250;8;0;0;18;3;15;1;1;100.00%
s1zzi;76561199001538362;Glock-18;30;0;0;15;1;14;0;0;0.00%
s1zzi;76561199001538362;Galil AR;1;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;Incendiary Grenade;29;0;0;15;3;12;0;0;0.00%
s1zzi;76561199001538362;MP9;5;0;0;78;34;44;7;4;57.14%
s1zzi;76561199001538362;AWP;59;0;0;101;21;80;51;4;7.84%
s1zzi;76561199001538362;AK-47;14;0;0;79;12;67;7;3;42.86%
s1zzi;76561199001538362;MAC-10;2;0;0;58;13;45;2;1;50.00%
s1zzi;76561199001538362;Molotov;36;0;0;17;3;14;0;0;0.00%
s1zzi;76561199001538362;Kevlar + Helmet;53;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;Kevlar Vest;25;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;Desert Eagle;5;0;0;9;5;4;1;0;0.00%
s1zzi;76561199001538362;Tec-9;4;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;Decoy Grenade;1;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;Knife;76;0;0;20;0;20;0;0;0.00%
s1zzi;76561199001538362;USP-S;53;0;0;40;5;35;2;2;100.00%
s1zzi;76561199001538362;HE Grenade;43;0;0;16;5;11;0;0;0.00%
s1zzi;76561199001538362;SSG 08;3;0;0;8;1;7;1;1;100.00%
s1zzi;76561199001538362;M4A4;3;0;0;5;0;5;1;1;100.00%
s1zzi;76561199001538362;M4A1;4;0;0;62;10;52;2;1;50.00%
s1zzi;76561199001538362;Dual Berettas;1;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;World;0;0;0;0;0;0;1;0;0.00%
s1zzi;76561199001538362;Defuse Kit;21;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;C4;43;0;0;0;0;0;0;0;0.00%
s1zzi;76561199001538362;Smoke Grenade;105;0;0;66;1;65;0;0;0.00%
s1zzi;76561199001538362;Flashbang;146;0;0;91;0;91;0;0;0.00%
ultimate;76561198283989223;AK-47;26;0;0;521;44;477;17;11;64.71%
ultimate;76561198283989223;M4A4;3;0;0;12;1;11;0;0;0.00%
ultimate;76561198283989223;Kevlar + Helmet;70;0;0;0;0;0;0;0;0.00%
ultimate;76561198283989223;FAMAS;2;0;0;27;8;19;2;0;0.00%
ultimate;76561198283989223;Defuse Kit;20;0;0;0;0;0;0;0;0.00%
ultimate;76561198283989223;SSG 08;4;0;0;17;3;14;1;0;0.00%
ultimate;76561198283989223;USP-S;46;0;0;35;10;25;2;2;100.00%
ultimate;76561198283989223;Galil AR;7;0;0;64;9;55;1;0;0.00%
ultimate;76561198283989223;M4A1;8;0;0;165;38;127;9;0;0.00%
ultimate;76561198283989223;Tec-9;4;0;0;0;0;0;0;0;0.00%
ultimate;76561198283989223;C4;52;0;0;0;0;0;0;0;0.00%
ultimate;76561198283989223;Flashbang;183;0;0;99;1;98;0;0;0.00%
ultimate;76561198283989223;P250;5;0;0;32;4;28;0;0;0.00%
ultimate;76561198283989223;HE Grenade;55;0;0;29;11;18;0;0;0.00%
ultimate;76561198283989223;Incendiary Grenade;38;0;0;24;0;24;0;0;0.00%
ultimate;76561198283989223;Knife;96;0;0;60;0;60;0;0;0.00%
ultimate;76561198283989223;AWP;38;0;0;101;18;83;47;6;12.77%
ultimate;76561198283989223;Kevlar Vest;33;0;0;0;0;0;0;0;0.00%
ultimate;76561198283989223;Desert Eagle;18;0;0;29;2;27;1;1;100.00%
ultimate;76561198283989223;Molotov;40;0;0;25;5;20;1;0;0.00%
ultimate;76561198283989223;MP9;3;0;0;32;11;21;3;2;66.67%
ultimate;76561198283989223;MP5-SD;1;0;0;13;0;13;0;0;0.00%
ultimate;76561198283989223;MP7;9;0;0;28;6;22;1;0;0.00%
ultimate;76561198283989223;Dual Berettas;10;0;0;5;2;3;1;1;100.00%
ultimate;76561198283989223;CZ75 Auto;5;0;0;10;3;7;1;1;100.00%
ultimate;76561198283989223;Glock-18;55;0;0;46;6;40;3;1;33.33%
ultimate;76561198283989223;Smoke Grenade;133;0;0;71;1;70;0;0;0.00%
ultimate;76561198283989223;MAC-10;1;0;0;6;0;6;0;0;0.00%
ultimate;76561198283989223;World;0;0;0;0;0;0;1;0;0.00%
maxxkor;76561199030972198;Flashbang;160;0;0;106;3;103;0;0;0.00%
maxxkor;76561199030972198;AK-47;27;0;0;339;44;295;21;13;61.90%
maxxkor;76561199030972198;Defuse Kit;9;0;0;0;0;0;0;0;0.00%
maxxkor;76561199030972198;Tec-9;6;0;0;41;16;25;5;2;40.00%
maxxkor;76561199030972198;P250;5;0;0;12;3;9;3;3;100.00%
maxxkor;76561199030972198;C4;34;0;0;0;0;0;0;0;0.00%
maxxkor;76561199030972198;SSG 08;5;0;0;10;4;6;2;1;50.00%
maxxkor;76561199030972198;M4A1;13;0;0;241;16;225;6;4;66.67%
maxxkor;76561199030972198;USP-S;39;0;0;12;1;11;0;0;0.00%
maxxkor;76561199030972198;Desert Eagle;14;0;0;61;10;51;4;2;50.00%
maxxkor;76561199030972198;Kevlar + Helmet;40;0;0;0;0;0;0;0;0.00%
maxxkor;76561199030972198;Five-SeveN;3;0;0;3;0;3;0;0;0.00%
maxxkor;76561199030972198;Dual Berettas;7;0;0;38;5;33;2;2;100.00%
maxxkor;76561199030972198;Glock-18;41;0;0;74;7;67;1;1;100.00%
maxxkor;76561199030972198;Incendiary Grenade;41;0;0;25;4;21;0;0;0.00%
maxxkor;76561199030972198;M4A4;2;0;0;31;6;25;1;0;0.00%
maxxkor;76561199030972198;World;0;0;0;0;0;0;2;0;0.00%
maxxkor;76561199030972198;Smoke Grenade;106;0;0;56;0;56;0;0;0.00%
maxxkor;76561199030972198;HE Grenade;63;0;0;35;17;18;2;0;0.00%
maxxkor;76561199030972198;Knife;73;0;0;64;0;64;0;0;0.00%
maxxkor;76561199030972198;AWP;34;0;0;53;8;45;27;5;18.52%
maxxkor;76561199030972198;Galil AR;9;0;0;58;14;44;3;1;33.33%
maxxkor;76561199030972198;FAMAS;1;0;0;13;4;9;1;0;0.00%
maxxkor;76561199030972198;Kevlar Vest;37;0;0;0;0;0;0;0;0.00%
maxxkor;76561199030972198;Molotov;52;0;0;34;7;27;0;0;0.00%
maxxkor;76561199030972198;MAC-10;1;0;0;0;0;0;0;0;0.00%
maxxkor;76561199030972198;MP9;4;0;0;31;6;25;2;0;0.00%
d1Ledez;76561198859428279;Galil AR;5;0;0;30;11;19;3;2;66.67%
d1Ledez;76561198859428279;Smoke Grenade;91;0;0;66;1;65;0;0;0.00%
d1Ledez;76561198859428279;HE Grenade;41;0;0;29;8;21;0;0;0.00%
d1Ledez;76561198859428279;Incendiary Grenade;34;0;0;23;0;23;0;0;0.00%
d1Ledez;76561198859428279;M4A4;15;0;0;209;40;169;10;8;80.00%
d1Ledez;76561198859428279;Defuse Kit;10;0;0;0;0;0;0;0;0.00%
d1Ledez;76561198859428279;World;0;0;0;0;0;0;1;0;0.00%
d1Ledez;76561198859428279;Decoy Grenade;2;0;0;0;0;0;0;0;0.00%
d1Ledez;76561198859428279;USP-S;20;0;0;44;8;36;5;3;60.00%
d1Ledez;76561198859428279;AWP;3;0;0;0;0;0;0;0;0.00%
d1Ledez;76561198859428279;Kevlar Vest;16;0;0;0;0;0;0;0;0.00%
d1Ledez;76561198859428279;Glock-18;21;0;0;67;10;57;2;2;100.00%
d1Ledez;76561198859428279;Flashbang;74;0;0;46;0;46;0;0;0.00%
d1Ledez;76561198859428279;Tec-9;4;0;0;14;5;9;4;1;25.00%
d1Ledez;76561198859428279;MP9;1;0;0;5;0;5;1;0;0.00%
d1Ledez;76561198859428279;Desert Eagle;2;0;0;1;0;1;0;0;0.00%
d1Ledez;76561198859428279;Five-SeveN;5;0;0;22;5;17;2;2;100.00%
d1Ledez;76561198859428279;Kevlar + Helmet;32;0;0;0;0;0;0;0;0.00%
d1Ledez;76561198859428279;AK-47;26;0;0;296;43;253;25;16;64.00%
d1Ledez;76561198859428279;M4A1;2;0;0;15;4;11;0;0;0.00%
d1Ledez;76561198859428279;C4;23;0;0;0;0;0;0;0;0.00%
d1Ledez;76561198859428279;Knife;39;0;0;1;0;1;0;0;0.00%
d1Ledez;76561198859428279;Dual Berettas;2;0;0;6;1;5;0;0;0.00%
d1Ledez;76561198859428279;Molotov;30;0;0;22;3;19;0;0;0.00%
d1Ledez;76561198859428279;P2000;1;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;Kevlar + Helmet;38;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;Defuse Kit;4;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;Desert Eagle;2;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;MP9;3;0;0;83;16;67;3;2;66.67%
JOTA;76561198054820484;M4A4;3;0;0;3;0;3;0;0;0.00%
JOTA;76561198054820484;Smoke Grenade;66;0;0;42;2;40;0;0;0.00%
JOTA;76561198054820484;Dual Berettas;5;0;0;43;4;39;0;0;0.00%
JOTA;76561198054820484;Five-SeveN;1;0;0;8;0;8;0;0;0.00%
JOTA;76561198054820484;Glock-18;38;0;0;53;17;36;2;1;50.00%
JOTA;76561198054820484;C4;22;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;AK-47;25;0;0;317;39;278;10;4;40.00%
JOTA;76561198054820484;HE Grenade;23;0;0;14;4;10;0;0;0.00%
JOTA;76561198054820484;MP7;3;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;MAC-10;3;0;0;18;2;16;0;0;0.00%
JOTA;76561198054820484;Galil AR;10;0;0;97;13;84;2;2;100.00%
JOTA;76561198054820484;Kevlar Vest;21;0;0;0;0;0;0;0;0.00%
JOTA;76561198054820484;Knife;57;0;0;9;0;9;0;0;0.00%
JOTA;76561198054820484;USP-S;22;0;0;36;0;36;1;1;100.00%
JOTA;76561198054820484;Incendiary Grenade;17;0;0;10;0;10;0;0;0.00%
JOTA;76561198054820484;M4A1;10;0;0;162;32;130;7;3;42.86%
JOTA;76561198054820484;FAMAS;1;0;0;24;6;18;2;1;50.00%
JOTA;76561198054820484;P250;5;0;0;30;7;23;2;2;100.00%
JOTA;76561198054820484;Tec-9;5;0;0;25;5;20;2;1;50.00%
JOTA;76561198054820484;Flashbang;70;0;0;37;0;37;0;0;0.00%
JOTA;76561198054820484;Molotov;22;0;0;15;3;12;0;0;0.00%
JOTA;76561198054820484;AWP;3;0;0;3;1;2;1;0;0.00%
jks;76561197977105184;M4A4;39;0;0;562;122;440;45;25;55.56%
jks;76561197977105184;AWP;6;0;0;2;0;2;1;0;0.00%
jks;76561197977105184;Desert Eagle;10;0;0;6;1;5;2;2;100.00%
jks;76561197977105184;MAC-10;4;0;0;85;13;72;3;1;33.33%
jks;76561197977105184;Glock-18;50;0;0;81;6;75;2;2;100.00%
jks;76561197977105184;Knife;87;0;0;258;0;258;0;0;0.00%
jks;76561197977105184;C4;28;0;0;0;0;0;0;0;0.00%
jks;76561197977105184;USP-S;40;0;0;48;4;44;4;4;100.00%
jks;76561197977105184;MP9;7;0;0;46;12;34;2;2;100.00%
jks;76561197977105184;Dual Berettas;7;0;0;75;15;60;4;4;100.00%
jks;76561197977105184;M4A1;5;0;0;22;2;20;0;0;0.00%
jks;76561197977105184;P250;1;0;0;11;4;7;2;2;100.00%
jks;76561197977105184;Kevlar + Helmet;72;0;0;0;0;0;0;0;0.00%
jks;76561197977105184;HE Grenade;107;0;0;83;39;44;2;0;0.00%
jks;76561197977105184;MAG-7;1;0;0;0;0;0;0;0;0.00%
jks;76561197977105184;Five-SeveN;5;0;0;19;5;14;1;1;100.00%
jks;76561197977105184;Tec-9;7;0;0;42;4;38;1;1;100.00%
jks;76561197977105184;Decoy Grenade;1;0;0;1;0;1;0;0;0.00%
jks;76561197977105184;World;0;0;0;0;0;0;1;0;0.00%
jks;76561197977105184;Molotov;53;0;0;45;4;41;0;0;0.00%
jks;76561197977105184;Incendiary Grenade;76;0;0;70;4;66;0;0;0.00%
jks;76561197977105184;Defuse Kit;20;0;0;0;0;0;0;0;0.00%
jks;76561197977105184;Galil AR;9;0;0;301;22;279;7;4;57.14%
jks;76561197977105184;AK-47;47;0;0;792;102;690;40;21;52.50%
jks;76561197977105184;MP7;1;0;0;0;0;0;0;0;0.00%
jks;76561197977105184;Kevlar Vest;32;0;0;0;0;0;0;0;0.00%
jks;76561197977105184;Smoke Grenade;148;0;0;114;2;112;0;0;0.00%
jks;76561197977105184;Flashbang;143;0;0;96;0;96;0;0;0.00%
venomzera;76561198218265253;Kevlar + Helmet;46;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;AK-47;36;0;0;307;61;246;30;21;70.00%
venomzera;76561198218265253;Tec-9;9;0;0;26;4;22;1;1;100.00%
venomzera;76561198218265253;Knife;74;0;0;53;0;53;0;0;0.00%
venomzera;76561198218265253;MAC-10;3;0;0;12;0;12;1;1;100.00%
venomzera;76561198218265253;Galil AR;5;0;0;51;0;51;0;0;0.00%
venomzera;76561198218265253;HE Grenade;87;0;0;27;8;19;0;0;0.00%
venomzera;76561198218265253;MP7;4;0;0;49;4;45;3;3;100.00%
venomzera;76561198218265253;Incendiary Grenade;50;0;0;21;2;19;0;0;0.00%
venomzera;76561198218265253;Dual Berettas;2;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;Flashbang;106;0;0;53;0;53;0;0;0.00%
venomzera;76561198218265253;USP-S;44;0;0;48;5;43;3;1;33.33%
venomzera;76561198218265253;Decoy Grenade;1;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;AWP;4;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;World;0;0;0;0;0;0;2;0;0.00%
venomzera;76561198218265253;Molotov;28;0;0;17;3;14;0;0;0.00%
venomzera;76561198218265253;M4A1;24;0;0;259;69;190;25;12;48.00%
venomzera;76561198218265253;Five-SeveN;4;0;0;23;3;20;1;0;0.00%
venomzera;76561198218265253;FAMAS;2;0;0;30;8;22;3;2;66.67%
venomzera;76561198218265253;Defuse Kit;28;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;Kevlar Vest;32;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;P250;2;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;Zeus x27;1;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;Glock-18;36;0;0;51;8;43;3;2;66.67%
venomzera;76561198218265253;MP9;3;0;0;26;8;18;1;0;0.00%
venomzera;76561198218265253;M4A4;14;0;0;86;13;73;5;3;60.00%
venomzera;76561198218265253;C4;26;0;0;0;0;0;0;0;0.00%
venomzera;76561198218265253;Smoke Grenade;110;0;0;60;2;58;0;0;0.00%
venomzera;76561198218265253;Desert Eagle;5;0;0;0;0;0;0;0;0.00%
tabseN;76561197961491680;Defuse Kit;19;0;0;0;0;0;0;0;0.00%
tabseN;76561197961491680;Glock-18;46;0;0;84;9;75;0;0;0.00%
tabseN;76561197961491680;AK-47;26;0;0;343;61;282;19;7;36.84%
tabseN;76561197961491680;Desert Eagle;5;0;0;10;3;7;2;1;50.00%
tabseN;76561197961491680;MAC-10;6;0;0;98;20;78;4;0;0.00%
tabseN;76561197961491680;MP9;2;0;0;7;3;4;0;0;0.00%
tabseN;76561197961491680;M4A4;17;0;0;336;59;277;12;5;41.67%
tabseN;76561197961491680;Flashbang;135;0;0;60;1;59;0;0;0.00%
tabseN;76561197961491680;HE Grenade;78;0;0;50;11;39;0;0;0.00%
tabseN;76561197961491680;P250;5;0;0;16;3;13;2;1;50.00%
tabseN;76561197961491680;FAMAS;2;0;0;23;4;19;1;0;0.00%
tabseN;76561197961491680;World;0;0;0;0;0;0;1;0;0.00%
tabseN;76561197961491680;Galil AR;9;0;0;85;8;77;5;4;80.00%
tabseN;76561197961491680;Kevlar + Helmet;52;0;0;0;0;0;0;0;0.00%
tabseN;76561197961491680;Knife;74;0;0;37;0;37;0;0;0.00%
tabseN;76561197961491680;AWP;4;0;0;3;0;3;1;0;0.00%
tabseN;76561197961491680;Molotov;50;0;0;34;3;31;0;0;0.00%
tabseN;76561197961491680;USP-S;36;0;0;22;5;17;4;4;100.00%
tabseN;76561197961491680;Incendiary Grenade;47;0;0;38;1;37;0;0;0.00%
tabseN;76561197961491680;Smoke Grenade;133;0;0;91;0;91;0;0;0.00%
tabseN;76561197961491680;Kevlar Vest;21;0;0;0;0;0;0;0;0.00%
tabseN;76561197961491680;Tec-9;5;0;0;23;3;20;1;1;100.00%
tabseN;76561197961491680;C4;27;0;0;0;0;0;0;0;0.00%
tabseN;76561197961491680;Dual Berettas;3;0;0;0;0;0;0;0;0.00%
tabseN;76561197961491680;M4A1;19;0;0;235;27;208;11;4;36.36%
tabseN;76561197961491680;Five-SeveN;9;0;0;15;6;9;2;0;0.00%
zorte;76561198059614402;Molotov;27;0;0;22;4;18;0;0;0.00%
zorte;76561198059614402;USP-S;19;0;0;74;19;55;4;3;75.00%
zorte;76561198059614402;Glock-18;19;0;0;108;9;99;2;2;100.00%
zorte;76561198059614402;Smoke Grenade;67;0;0;49;2;47;0;0;0.00%
zorte;76561198059614402;C4;22;0;0;0;0;0;0;0;0.00%
zorte;76561198059614402;AWP;24;0;0;70;14;56;31;4;12.90%
zorte;76561198059614402;P250;1;0;0;28;4;24;2;2;100.00%
zorte;76561198059614402;Kevlar Vest;15;0;0;0;0;0;0;0;0.00%
zorte;76561198059614402;Knife;37;0;0;80;0;80;0;0;0.00%
zorte;76561198059614402;AK-47;12;0;0;191;17;174;7;5;71.43%
zorte;76561198059614402;SSG 08;1;0;0;7;1;6;0;0;0.00%
zorte;76561198059614402;M4A1;1;0;0;0;0;0;0;0;0.00%
zorte;76561198059614402;Decoy Grenade;1;0;0;1;0;1;0;0;0.00%
zorte;76561198059614402;M4A4;2;0;0;54;2;52;2;1;50.00%
zorte;76561198059614402;Kevlar + Helmet;26;0;0;0;0;0;0;0;0.00%
zorte;76561198059614402;Tec-9;6;0;0;9;0;9;0;0;0.00%
zorte;76561198059614402;Desert Eagle;4;0;0;5;0;5;0;0;0.00%
zorte;76561198059614402;Galil AR;4;0;0;71;3;68;1;0;0.00%
zorte;76561198059614402;World;0;0;0;0;0;0;1;0;0.00%
zorte;76561198059614402;Five-SeveN;8;0;0;18;2;16;0;0;0.00%
zorte;76561198059614402;HE Grenade;30;0;0;15;7;8;1;0;0.00%
zorte;76561198059614402;Incendiary Grenade;28;0;0;15;0;15;0;0;0.00%
zorte;76561198059614402;Flashbang;100;0;0;72;0;72;0;0;0.00%
zorte;76561198059614402;Defuse Kit;7;0;0;0;0;0;0;0;0.00%
EliGE;76561198066693739;AK-47;49;0;0;561;72;489;29;20;68.97%
EliGE;76561198066693739;Molotov;47;0;0;39;5;34;0;0;0.00%
EliGE;76561198066693739;M4A1;30;0;0;593;108;485;31;11;35.48%
EliGE;76561198066693739;Five-SeveN;2;0;0;8;2;6;1;0;0.00%
EliGE;76561198066693739;SSG 08;1;0;0;5;1;4;0;0;0.00%
EliGE;76561198066693739;Flashbang;132;0;0;80;0;80;0;0;0.00%
EliGE;76561198066693739;Defuse Kit;14;0;0;0;0;0;0;0;0.00%
EliGE;76561198066693739;FAMAS;4;0;0;40;9;31;2;2;100.00%
EliGE;76561198066693739;P250;1;0;0;7;0;7;0;0;0.00%
EliGE;76561198066693739;Dual Berettas;1;0;0;3;1;2;0;0;0.00%
EliGE;76561198066693739;HE Grenade;89;0;0;66;20;46;1;0;0.00%
EliGE;76561198066693739;C4;33;0;0;0;0;0;0;0;0.00%
EliGE;76561198066693739;Desert Eagle;11;0;0;22;7;15;3;2;66.67%
EliGE;76561198066693739;Kevlar Vest;45;0;0;0;0;0;0;0;0.00%
EliGE;76561198066693739;Glock-18;60;0;0;81;8;73;5;4;80.00%
EliGE;76561198066693739;Knife;100;0;0;60;0;60;0;0;0.00%
EliGE;76561198066693739;Kevlar + Helmet;64;0;0;0;0;0;0;0;0.00%
EliGE;76561198066693739;UMP-45;1;0;0;8;3;5;1;1;100.00%
EliGE;76561198066693739;Incendiary Grenade;43;0;0;28;3;25;0;0;0.00%
EliGE;76561198066693739;USP-S;45;0;0;99;12;87;10;10;100.00%
EliGE;76561198066693739;Smoke Grenade;133;0;0;86;0;86;0;0;0.00%
EliGE;76561198066693739;MP9;6;0;0;38;7;31;2;1;50.00%
EliGE;76561198066693739;AWP;1;0;0;0;0;0;0;0;0.00%
EliGE;76561198066693739;M4A4;3;0;0;61;5;56;1;0;0.00%
EliGE;76561198066693739;Tec-9;7;0;0;35;11;24;4;4;100.00%
EliGE;76561198066693739;MP7;2;0;0;39;6;33;1;1;100.00%
EliGE;76561198066693739;Galil AR;14;0;0;259;42;217;15;9;60.00%
gafolo;76561198135228658;Five-SeveN;4;0;0;15;0;15;0;0;0.00%
gafolo;76561198135228658;FAMAS;6;0;0;33;4;29;1;1;100.00%
gafolo;76561198135228658;AK-47;32;0;0;235;41;194;17;8;47.06%
gafolo;76561198135228658;Glock-18;47;0;0;129;9;120;5;3;60.00%
